States,Recovered,Death,Total Cases,Date,Latitude,Longitude,Active
Karnataka,293,25,614,2020-05-04,15.3173,75.7139,296
Kerala,401,4,500,2020-05-04,10.8505,76.2711,95
Ladakh,17,0,41,2020-05-04,34.2996,78.2932,24
Madhya Pradesh,798,156,2846,2020-05-04,22.9734,78.6569,1892
Maharashtra,2115,548,12974,2020-05-04,19.7515,75.7139,10311
Manipur,2,0,2,2020-05-04,24.6637,93.9063,0
Meghalaya,0,1,12,2020-05-04,25.467,91.3662,11
Mizoram,0,0,1,2020-05-04,23.1645,92.9376,1
Odisha,56,1,162,2020-05-04,20.9517,85.0985,105
Puducherry,5,0,8,2020-05-04,11.9416,79.8083,3
Punjab,117,21,1102,2020-05-04,31.1471,75.3412,964
Rajasthan,1356,71,2886,2020-05-04,27.0238,74.2179,1459
Tamil Nadu,1379,30,3023,2020-05-04,11.1271,78.6569,1614
Telengana,490,29,1082,2020-05-04,18.1124,79.0193,563
Tripura,2,0,16,2020-05-04,23.9408,91.9882,14
Uttar Pradesh,754,43,2645,2020-05-04,26.8467,80.9462,1848
Uttarakhand,39,0,60,2020-05-04,30.0668,79.0193,21
Andaman and Nicobar Islands,32,0,33,2020-05-05,11.7401,92.6586,1
Andhra Pradesh,524,36,1650,2020-05-05,15.9129,79.74,1090
Arunachal Pradesh,1,0,1,2020-05-05,28.218000000000004,94.7278,0
Assam,32,1,43,2020-05-05,26.2006,92.9376,10
Bihar,130,4,528,2020-05-05,25.0961,85.3131,394
Chandigarh,21,1,102,2020-05-05,30.7333,76.7794,80
Chhattisgarh,36,0,58,2020-05-05,21.2787,81.8661,22
Delhi,1431,64,4898,2020-05-05,28.7041,77.1025,3403
Goa,7,0,7,2020-05-05,15.2993,74.124,0
Gujarat,1195,319,5804,2020-05-05,22.2587,71.1924,4290
Haryana,254,6,517,2020-05-05,29.0588,76.0856,257
Himachal Pradesh,34,1,41,2020-05-05,31.1048,77.1734,6
Jammu and Kashmir,303,8,726,2020-05-05,33.7782,76.5762,415
Jharkhand,27,3,115,2020-05-05,23.6102,85.2799,85
Karnataka,321,27,651,2020-05-05,15.3173,75.7139,303
Kerala,462,4,500,2020-05-05,10.8505,76.2711,34
Ladakh,17,0,41,2020-05-05,34.2996,78.2932,24
Madhya Pradesh,798,165,2942,2020-05-05,22.9734,78.6569,1979
Maharashtra,2465,583,14541,2020-05-05,19.7515,75.7139,11493
Manipur,2,0,2,2020-05-05,24.6637,93.9063,0
Meghalaya,0,1,12,2020-05-05,25.467,91.3662,11
Mizoram,0,0,1,2020-05-05,23.1645,92.9376,1
Odisha,60,1,169,2020-05-05,20.9517,85.0985,108
Puducherry,5,0,8,2020-05-05,11.9416,79.8083,3
Punjab,121,23,1233,2020-05-05,31.1471,75.3412,1089
Rajasthan,1394,77,3061,2020-05-05,27.0238,74.2179,1590
Tamil Nadu,1409,31,3550,2020-05-05,11.1271,78.6569,2110
Telengana,585,29,1085,2020-05-05,18.1124,79.0193,471
Tripura,2,0,29,2020-05-05,23.9408,91.9882,27
Uttar Pradesh,802,50,2766,2020-05-05,26.8467,80.9462,1914
Uttarakhand,39,1,60,2020-05-05,30.0668,79.0193,20
Andaman and Nicobar Islands,32,0,33,2020-05-06,11.7401,92.6586,1
Andhra Pradesh,589,36,1717,2020-05-06,15.9129,79.74,1092
Arunachal Pradesh,1,0,1,2020-05-06,28.218000000000004,94.7278,0
Assam,32,1,43,2020-05-06,26.2006,92.9376,10
Bihar,142,4,536,2020-05-06,25.0961,85.3131,390
Chandigarh,21,1,111,2020-05-06,30.7333,76.7794,89
Chhattisgarh,36,0,59,2020-05-06,21.2787,81.8661,23
Dadar Nagar Haveli,0,0,1,2020-05-06,,,1
Delhi,1468,64,5104,2020-05-06,28.7041,77.1025,3572
Goa,7,0,7,2020-05-06,15.2993,74.124,0
Gujarat,1381,368,6245,2020-05-06,22.2587,71.1924,4496
Haryana,256,6,548,2020-05-06,29.0588,76.0856,286
Himachal Pradesh,38,2,42,2020-05-06,31.1048,77.1734,2
Jammu and Kashmir,320,8,741,2020-05-06,33.7782,76.5762,413
Jharkhand,33,3,125,2020-05-06,23.6102,85.2799,89
Karnataka,331,29,671,2020-05-06,15.3173,75.7139,311
Kerala,462,4,502,2020-05-06,10.8505,76.2711,36
Ladakh,17,0,41,2020-05-06,34.2996,78.2932,24
Madhya Pradesh,1000,176,3049,2020-05-06,22.9734,78.6569,1873
Maharashtra,2819,617,15525,2020-05-06,19.7515,75.7139,12089
Manipur,2,0,2,2020-05-06,24.6637,93.9063,0
Meghalaya,10,1,12,2020-05-06,25.467,91.3662,1
Mizoram,0,0,1,2020-05-06,23.1645,92.9376,1
Odisha,60,1,175,2020-05-06,20.9517,85.0985,114
Puducherry,6,0,9,2020-05-06,11.9416,79.8083,3
Punjab,133,25,1451,2020-05-06,31.1471,75.3412,1293
Rajasthan,1525,89,3158,2020-05-06,27.0238,74.2179,1544
Tamil Nadu,1485,33,4058,2020-05-06,11.1271,78.6569,2540
Telengana,585,29,1096,2020-05-06,18.1124,79.0193,482
Tripura,2,0,43,2020-05-06,23.9408,91.9882,41
Uttar Pradesh,987,56,2880,2020-05-06,26.8467,80.9462,1837
Uttarakhand,39,1,61,2020-05-06,30.0668,79.0193,21
Andaman and Nicobar Islands,32,0,33,2020-05-07,11.7401,92.6586,1
Andhra Pradesh,729,36,1777,2020-05-07,15.9129,79.74,1012
Arunachal Pradesh,1,0,1,2020-05-07,28.218000000000004,94.7278,0
Assam,32,1,45,2020-05-07,26.2006,92.9376,12
Bihar,188,4,542,2020-05-07,25.0961,85.3131,350
Chandigarh,21,1,120,2020-05-07,30.7333,76.7794,98
Chhattisgarh,36,0,59,2020-05-07,21.2787,81.8661,23
Dadar Nagar Haveli,0,0,1,2020-05-07,,,1
Delhi,1542,65,5532,2020-05-07,28.7041,77.1025,3925
Goa,7,0,7,2020-05-07,15.2993,74.124,0
Gujarat,1500,396,6625,2020-05-07,22.2587,71.1924,4729
Haryana,260,7,594,2020-05-07,29.0588,76.0856,327
Himachal Pradesh,38,2,45,2020-05-07,31.1048,77.1734,5
Jammu and Kashmir,322,8,775,2020-05-07,33.7782,76.5762,445
Jharkhand,37,3,127,2020-05-07,23.6102,85.2799,87
Karnataka,354,29,693,2020-05-07,15.3173,75.7139,310
Kerala,469,4,503,2020-05-07,10.8505,76.2711,30
Ladakh,17,0,41,2020-05-07,34.2996,78.2932,24
Madhya Pradesh,1099,185,3138,2020-05-07,22.9734,78.6569,1854
Maharashtra,3094,651,16758,2020-05-07,19.7515,75.7139,13013
Manipur,2,0,2,2020-05-07,24.6637,93.9063,0
Meghalaya,10,1,12,2020-05-07,25.467,91.3662,1
Mizoram,0,0,1,2020-05-07,23.1645,92.9376,1
Odisha,61,2,185,2020-05-07,20.9517,85.0985,122
Puducherry,6,0,9,2020-05-07,11.9416,79.8083,3
Punjab,135,27,1516,2020-05-07,31.1471,75.3412,1354
Rajasthan,1596,92,3317,2020-05-07,27.0238,74.2179,1629
Tamil Nadu,1516,35,4829,2020-05-07,11.1271,78.6569,3278
Telengana,628,29,1107,2020-05-07,18.1124,79.0193,450
Tripura,2,0,43,2020-05-07,23.9408,91.9882,41
Uttar Pradesh,1130,60,2998,2020-05-07,26.8467,80.9462,1808
Uttarakhand,39,1,61,2020-05-07,30.0668,79.0193,21
Andaman and Nicobar Islands,33,0,33,2020-05-08,11.7401,92.6586,0
Andhra Pradesh,780,38,1847,2020-05-08,15.9129,79.74,1029
Arunachal Pradesh,1,0,1,2020-05-08,28.218000000000004,94.7278,0
Assam,34,1,54,2020-05-08,26.2006,92.9376,19
Bihar,246,5,550,2020-05-08,25.0961,85.3131,299
Chandigarh,21,1,135,2020-05-08,30.7333,76.7794,113
Chhattisgarh,38,0,59,2020-05-08,21.2787,81.8661,21
Dadar Nagar Haveli,0,0,1,2020-05-08,,,1
Delhi,1931,66,5980,2020-05-08,28.7041,77.1025,3983
Goa,7,0,7,2020-05-08,15.2993,74.124,0
Gujarat,1709,425,7012,2020-05-08,22.2587,71.1924,4878
Haryana,260,7,625,2020-05-08,29.0588,76.0856,358
Himachal Pradesh,38,2,46,2020-05-08,31.1048,77.1734,6
Jammu and Kashmir,335,9,793,2020-05-08,33.7782,76.5762,449
Jharkhand,41,3,132,2020-05-08,23.6102,85.2799,88
Karnataka,366,30,705,2020-05-08,15.3173,75.7139,309
Kerala,474,4,503,2020-05-08,10.8505,76.2711,25
Ladakh,17,0,42,2020-05-08,34.2996,78.2932,25
Madhya Pradesh,1231,193,3252,2020-05-08,22.9734,78.6569,1828
Maharashtra,3301,694,17974,2020-05-08,19.7515,75.7139,13979
Manipur,2,0,2,2020-05-08,24.6637,93.9063,0
Meghalaya,10,1,12,2020-05-08,25.467,91.3662,1
Mizoram,0,0,1,2020-05-08,23.1645,92.9376,1
Odisha,62,2,219,2020-05-08,20.9517,85.0985,155
Puducherry,6,0,9,2020-05-08,11.9416,79.8083,3
Punjab,149,28,1644,2020-05-08,31.1471,75.3412,1467
Rajasthan,1596,97,3427,2020-05-08,27.0238,74.2179,1734
Tamil Nadu,1547,37,5409,2020-05-08,11.1271,78.6569,3825
Telengana,650,29,1123,2020-05-08,18.1124,79.0193,444
Tripura,2,0,65,2020-05-08,23.9408,91.9882,63
Uttar Pradesh,1250,62,3071,2020-05-08,26.8467,80.9462,1759
Uttarakhand,39,1,61,2020-05-08,30.0668,79.0193,21
Andaman and Nicobar Islands,33,0,33,2020-05-09,11.7401,92.6586,0
Andhra Pradesh,842,41,1887,2020-05-09,15.9129,79.74,1004
Arunachal Pradesh,1,0,1,2020-05-09,28.218000000000004,94.7278,0
Assam,34,1,59,2020-05-09,26.2006,92.9376,24
Bihar,297,5,571,2020-05-09,25.0961,85.3131,269
Chandigarh,21,1,150,2020-05-09,30.7333,76.7794,128
Chhattisgarh,38,0,59,2020-05-09,21.2787,81.8661,21
Dadar Nagar Haveli,0,0,1,2020-05-09,,,1
Delhi,2020,68,6318,2020-05-09,28.7041,77.1025,4230
Goa,7,0,7,2020-05-09,15.2993,74.124,0
Gujarat,1872,449,7402,2020-05-09,22.2587,71.1924,5081
Haryana,279,8,647,2020-05-09,29.0588,76.0856,360
Himachal Pradesh,38,2,50,2020-05-09,31.1048,77.1734,10
Jammu and Kashmir,364,9,823,2020-05-09,33.7782,76.5762,450
Jharkhand,52,3,132,2020-05-09,23.6102,85.2799,77
Karnataka,376,30,753,2020-05-09,15.3173,75.7139,347
Kerala,484,4,503,2020-05-09,10.8505,76.2711,15
Ladakh,17,0,42,2020-05-09,34.2996,78.2932,25
Madhya Pradesh,1349,200,3341,2020-05-09,22.9734,78.6569,1792
Maharashtra,3470,731,19063,2020-05-09,19.7515,75.7139,14862
Manipur,2,0,2,2020-05-09,24.6637,93.9063,0
Meghalaya,10,1,12,2020-05-09,25.467,91.3662,1
Mizoram,0,0,1,2020-05-09,23.1645,92.9376,1
Odisha,63,2,271,2020-05-09,20.9517,85.0985,206
Puducherry,6,0,9,2020-05-09,11.9416,79.8083,3
Punjab,152,29,1731,2020-05-09,31.1471,75.3412,1550
Rajasthan,1916,101,3579,2020-05-09,27.0238,74.2179,1562
Tamil Nadu,1605,40,6009,2020-05-09,11.1271,78.6569,4364
Telengana,700,29,1133,2020-05-09,18.1124,79.0193,404
Tripura,2,0,118,2020-05-09,23.9408,91.9882,116
Uttar Pradesh,1387,66,3214,2020-05-09,26.8467,80.9462,1761
Uttarakhand,46,1,63,2020-05-09,30.0668,79.0193,16
Andaman and Nicobar Islands,33,0,33,2020-05-10,11.7401,92.6586,0
Andhra Pradesh,887,44,1930,2020-05-10,15.9129,79.74,999
Arunachal Pradesh,1,0,1,2020-05-10,28.218000000000004,94.7278,0
Assam,34,2,63,2020-05-10,26.2006,92.9376,27
Bihar,322,5,591,2020-05-10,25.0961,85.3131,264
Chandigarh,24,2,169,2020-05-10,30.7333,76.7794,143
Chhattisgarh,43,0,59,2020-05-10,21.2787,81.8661,16
Dadar Nagar Haveli,0,0,1,2020-05-10,,,1
Delhi,2020,73,6542,2020-05-10,28.7041,77.1025,4449
Goa,7,0,7,2020-05-10,15.2993,74.124,0
Gujarat,2091,472,7796,2020-05-10,22.2587,71.1924,5233
Haryana,290,9,675,2020-05-10,29.0588,76.0856,376
Himachal Pradesh,38,2,50,2020-05-10,31.1048,77.1734,10
Jammu and Kashmir,368,9,836,2020-05-10,33.7782,76.5762,459
Jharkhand,78,3,156,2020-05-10,23.6102,85.2799,75
Karnataka,386,30,794,2020-05-10,15.3173,75.7139,378
Kerala,485,4,505,2020-05-10,10.8505,76.2711,16
Ladakh,17,0,42,2020-05-10,34.2996,78.2932,25
Madhya Pradesh,1676,215,3614,2020-05-10,22.9734,78.6569,1723
Maharashtra,3800,779,20228,2020-05-10,19.7515,75.7139,15649
Manipur,2,0,2,2020-05-10,24.6637,93.9063,0
Meghalaya,10,1,13,2020-05-10,25.467,91.3662,2
Mizoram,1,0,1,2020-05-10,23.1645,92.9376,0
Odisha,63,2,294,2020-05-10,20.9517,85.0985,229
Puducherry,6,0,9,2020-05-10,11.9416,79.8083,3
Punjab,157,31,1762,2020-05-10,31.1471,75.3412,1574
Rajasthan,2026,106,3708,2020-05-10,27.0238,74.2179,1576
Tamil Nadu,1824,44,6535,2020-05-10,11.1271,78.6569,4667
Telengana,750,30,1163,2020-05-10,18.1124,79.0193,383
Tripura,2,0,134,2020-05-10,23.9408,91.9882,132
Uttar Pradesh,1499,74,3373,2020-05-10,26.8467,80.9462,1800
Uttarakhand,46,1,67,2020-05-10,30.0668,79.0193,20
Andaman and Nicobar Islands,33,0,33,2020-05-11,11.7401,92.6586,0
Andhra Pradesh,925,45,1980,2020-05-11,15.9129,79.74,1010
Arunachal Pradesh,1,0,1,2020-05-11,28.218000000000004,94.7278,0
Assam,34,2,63,2020-05-11,26.2006,92.9376,27
Bihar,365,6,696,2020-05-11,25.0961,85.3131,325
Chandigarh,24,2,169,2020-05-11,30.7333,76.7794,143
Chhattisgarh,49,0,59,2020-05-11,21.2787,81.8661,10
Dadar Nagar Haveli,0,0,1,2020-05-11,,,1
Delhi,2069,73,6923,2020-05-11,28.7041,77.1025,4781
Goa,7,0,7,2020-05-11,15.2993,74.124,0
Gujarat,2545,493,8194,2020-05-11,22.2587,71.1924,5156
Haryana,300,10,703,2020-05-11,29.0588,76.0856,393
Himachal Pradesh,39,2,55,2020-05-11,31.1048,77.1734,14
Jammu and Kashmir,383,9,861,2020-05-11,33.7782,76.5762,469
Jharkhand,78,3,157,2020-05-11,23.6102,85.2799,76
Karnataka,424,31,848,2020-05-11,15.3173,75.7139,393
Kerala,489,4,512,2020-05-11,10.8505,76.2711,19
Ladakh,21,0,42,2020-05-11,34.2996,78.2932,21
Madhya Pradesh,1676,215,3614,2020-05-11,22.9734,78.6569,1723
Maharashtra,4199,832,22171,2020-05-11,19.7515,75.7139,17140
Manipur,2,0,2,2020-05-11,24.6637,93.9063,0
Meghalaya,10,1,13,2020-05-11,25.467,91.3662,2
Mizoram,1,0,1,2020-05-11,23.1645,92.9376,0
Odisha,68,3,377,2020-05-11,20.9517,85.0985,306
Puducherry,6,0,9,2020-05-11,11.9416,79.8083,3
Punjab,166,31,1823,2020-05-11,31.1471,75.3412,1626
Rajasthan,2176,107,3814,2020-05-11,27.0238,74.2179,1531
Tamil Nadu,1959,47,7204,2020-05-11,11.1271,78.6569,5198
Telengana,750,30,1196,2020-05-11,18.1124,79.0193,416
Tripura,2,0,150,2020-05-11,23.9408,91.9882,148
Uttar Pradesh,1653,74,3467,2020-05-11,26.8467,80.9462,1740
Uttarakhand,46,1,68,2020-05-11,30.0668,79.0193,21
West Bengal,417,185,1939,2020-05-11,22.9868,87.855,1337
Andaman and Nicobar Islands,33,0,33,2020-05-12,11.7401,92.6586,0
Andhra Pradesh,975,45,2018,2020-05-12,15.9129,79.74,998
Arunachal Pradesh,1,0,1,2020-05-12,28.218000000000004,94.7278,0
Assam,34,2,65,2020-05-12,26.2006,92.9376,29
Bihar,377,6,747,2020-05-12,25.0961,85.3131,364
Chandigarh,24,2,174,2020-05-12,30.7333,76.7794,148
Chhattisgarh,53,0,59,2020-05-12,21.2787,81.8661,6
Dadar Nagar Haveli,0,0,1,2020-05-12,,,1
Delhi,2129,73,7233,2020-05-12,28.7041,77.1025,5031
Goa,7,0,7,2020-05-12,15.2993,74.124,0
Gujarat,2780,513,8541,2020-05-12,22.2587,71.1924,5248
Haryana,337,11,730,2020-05-12,29.0588,76.0856,382
Himachal Pradesh,39,2,59,2020-05-12,31.1048,77.1734,18
Jammu and Kashmir,427,10,879,2020-05-12,33.7782,76.5762,442
Jharkhand,78,3,160,2020-05-12,23.6102,85.2799,79
Karnataka,426,31,862,2020-05-12,15.3173,75.7139,405
Kerala,489,4,519,2020-05-12,10.8505,76.2711,26
Ladakh,21,0,42,2020-05-12,34.2996,78.2932,21
Madhya Pradesh,1747,221,3785,2020-05-12,22.9734,78.6569,1817
Maharashtra,4786,868,23401,2020-05-12,19.7515,75.7139,17747
Manipur,2,0,2,2020-05-12,24.6637,93.9063,0
Meghalaya,10,1,13,2020-05-12,25.467,91.3662,2
Mizoram,1,0,1,2020-05-12,23.1645,92.9376,0
Odisha,85,3,414,2020-05-12,20.9517,85.0985,326
Puducherry,6,0,12,2020-05-12,11.9416,79.8083,6
Punjab,168,31,1877,2020-05-12,31.1471,75.3412,1678
Rajasthan,2264,113,3988,2020-05-12,27.0238,74.2179,1611
Tamil Nadu,2051,53,8002,2020-05-12,11.1271,78.6569,5898
Telengana,800,30,1275,2020-05-12,18.1124,79.0193,445
Tripura,2,0,152,2020-05-12,23.9408,91.9882,150
Uttar Pradesh,1758,80,3573,2020-05-12,26.8467,80.9462,1735
Uttarakhand,46,1,68,2020-05-12,30.0668,79.0193,21
West Bengal,499,190,2063,2020-05-12,22.9868,87.855,1374
Andaman and Nicobar Islands,33,0,33,2020-05-13,11.7401,92.6586,0
Andhra Pradesh,1056,46,2090,2020-05-13,15.9129,79.74,988
Arunachal Pradesh,1,0,1,2020-05-13,28.218000000000004,94.7278,0
Assam,39,2,65,2020-05-13,26.2006,92.9376,24
Bihar,383,6,831,2020-05-13,25.0961,85.3131,442
Chandigarh,28,3,187,2020-05-13,30.7333,76.7794,156
Chhattisgarh,54,0,59,2020-05-13,21.2787,81.8661,5
Dadar Nagar Haveli,0,0,1,2020-05-13,,,1
Delhi,2512,86,7639,2020-05-13,28.7041,77.1025,5041
Goa,7,0,7,2020-05-13,15.2993,74.124,0
Gujarat,3246,537,8903,2020-05-13,22.2587,71.1924,5120
Haryana,342,11,780,2020-05-13,29.0588,76.0856,427
Himachal Pradesh,39,2,65,2020-05-13,31.1048,77.1734,24
Jammu and Kashmir,455,10,934,2020-05-13,33.7782,76.5762,469
Jharkhand,79,3,172,2020-05-13,23.6102,85.2799,90
Karnataka,433,31,925,2020-05-13,15.3173,75.7139,461
Kerala,489,4,524,2020-05-13,10.8505,76.2711,31
Ladakh,21,0,42,2020-05-13,34.2996,78.2932,21
Madhya Pradesh,1860,225,3986,2020-05-13,22.9734,78.6569,1901
Maharashtra,5125,921,24427,2020-05-13,19.7515,75.7139,18381
Manipur,2,0,2,2020-05-13,24.6637,93.9063,0
Meghalaya,10,1,13,2020-05-13,25.467,91.3662,2
Mizoram,1,0,1,2020-05-13,23.1645,92.9376,0
Odisha,116,3,437,2020-05-13,20.9517,85.0985,318
Puducherry,9,1,13,2020-05-13,11.9416,79.8083,3
Punjab,171,32,1914,2020-05-13,31.1471,75.3412,1711
Rajasthan,2378,117,4126,2020-05-13,27.0238,74.2179,1631
Tamil Nadu,2134,61,8718,2020-05-13,11.1271,78.6569,6523
Telengana,830,32,1326,2020-05-13,18.1124,79.0193,464
Tripura,2,0,154,2020-05-13,23.9408,91.9882,152
Uttar Pradesh,1873,82,3664,2020-05-13,26.8467,80.9462,1709
Uttarakhand,46,1,69,2020-05-13,30.0668,79.0193,22
West Bengal,612,198,2173,2020-05-13,22.9868,87.855,1363
Andaman and Nicobar Islands,33,0,33,2020-05-14,11.7401,92.6586,0
Andhra Pradesh,1142,47,2137,2020-05-14,15.9129,79.74,948
Arunachal Pradesh,1,0,1,2020-05-14,28.218000000000004,94.7278,0
Assam,39,2,80,2020-05-14,26.2006,92.9376,39
Bihar,388,7,940,2020-05-14,25.0961,85.3131,545
Chandigarh,28,3,187,2020-05-14,30.7333,76.7794,156
Chhattisgarh,55,0,59,2020-05-14,21.2787,81.8661,4
Dadar Nagar Haveli,0,0,1,2020-05-14,,,1
Delhi,2858,106,7998,2020-05-14,28.7041,77.1025,5034
Goa,7,0,7,2020-05-14,15.2993,74.124,0
Gujarat,3562,566,9267,2020-05-14,22.2587,71.1924,5139
Haryana,418,11,793,2020-05-14,29.0588,76.0856,364
Himachal Pradesh,39,2,66,2020-05-14,31.1048,77.1734,25
Jammu and Kashmir,466,11,971,2020-05-14,33.7782,76.5762,494
Jharkhand,79,3,173,2020-05-14,23.6102,85.2799,91
Karnataka,451,33,959,2020-05-14,15.3173,75.7139,475
Kerala,490,4,534,2020-05-14,10.8505,76.2711,40
Ladakh,22,0,43,2020-05-14,34.2996,78.2932,21
Madhya Pradesh,2004,232,4173,2020-05-14,22.9734,78.6569,1937
Maharashtra,5547,975,25922,2020-05-14,19.7515,75.7139,19400
Manipur,2,0,2,2020-05-14,24.6637,93.9063,0
Meghalaya,10,1,13,2020-05-14,25.467,91.3662,2
Mizoram,1,0,1,2020-05-14,23.1645,92.9376,0
Odisha,143,3,538,2020-05-14,20.9517,85.0985,392
Puducherry,9,1,13,2020-05-14,11.9416,79.8083,3
Punjab,200,32,1924,2020-05-14,31.1471,75.3412,1692
Rajasthan,2459,121,4328,2020-05-14,27.0238,74.2179,1748
Tamil Nadu,2176,64,9227,2020-05-14,11.1271,78.6569,6987
Telengana,940,34,1367,2020-05-14,18.1124,79.0193,393
Tripura,16,0,155,2020-05-14,23.9408,91.9882,139
Uttar Pradesh,1902,83,3729,2020-05-14,26.8467,80.9462,1744
Uttarakhand,46,1,72,2020-05-14,30.0668,79.0193,25
West Bengal,702,207,2290,2020-05-14,22.9868,87.855,1381
Andaman and Nicobar Islands,33,0,33,2020-05-15,11.7401,92.6586,0
Andhra Pradesh,1192,48,2205,2020-05-15,15.9129,79.74,965
Arunachal Pradesh,1,0,1,2020-05-15,28.218000000000004,94.7278,0
Assam,39,2,87,2020-05-15,26.2006,92.9376,46
Bihar,411,7,994,2020-05-15,25.0961,85.3131,576
Chandigarh,37,3,191,2020-05-15,30.7333,76.7794,151
Chhattisgarh,56,0,60,2020-05-15,21.2787,81.8661,4
Dadar Nagar Haveli,0,0,1,2020-05-15,,,1
Delhi,3045,115,8470,2020-05-15,28.7041,77.1025,5310
Goa,7,0,14,2020-05-15,15.2993,74.124,7
Gujarat,3753,586,9591,2020-05-15,22.2587,71.1924,5252
Haryana,439,11,818,2020-05-15,29.0588,76.0856,368
Himachal Pradesh,39,2,74,2020-05-15,31.1048,77.1734,33
Jammu and Kashmir,485,11,983,2020-05-15,33.7782,76.5762,487
Jharkhand,87,3,197,2020-05-15,23.6102,85.2799,107
Karnataka,460,35,987,2020-05-15,15.3173,75.7139,492
Kerala,491,4,560,2020-05-15,10.8505,76.2711,65
Ladakh,22,0,43,2020-05-15,34.2996,78.2932,21
Madhya Pradesh,2171,237,4426,2020-05-15,22.9734,78.6569,2018
Maharashtra,6059,1019,27524,2020-05-15,19.7515,75.7139,20446
Manipur,2,0,3,2020-05-15,24.6637,93.9063,1
Meghalaya,11,1,13,2020-05-15,25.467,91.3662,1
Mizoram,1,0,1,2020-05-15,23.1645,92.9376,0
Odisha,158,3,611,2020-05-15,20.9517,85.0985,450
Puducherry,9,1,13,2020-05-15,11.9416,79.8083,3
Punjab,223,32,1935,2020-05-15,31.1471,75.3412,1680
Rajasthan,2580,125,4534,2020-05-15,27.0238,74.2179,1829
Tamil Nadu,2240,66,9674,2020-05-15,11.1271,78.6569,7368
Telengana,950,34,1414,2020-05-15,18.1124,79.0193,430
Tripura,29,0,156,2020-05-15,23.9408,91.9882,127
Uttar Pradesh,2072,88,3902,2020-05-15,26.8467,80.9462,1742
Uttarakhand,50,1,78,2020-05-15,30.0668,79.0193,27
West Bengal,768,215,2377,2020-05-15,22.9868,87.855,1394
Andaman and Nicobar Islands,33,0,33,2020-05-16,11.7401,92.6586,0
Andhra Pradesh,1252,48,2307,2020-05-16,15.9129,79.74,1007
Arunachal Pradesh,1,0,1,2020-05-16,28.218000000000004,94.7278,0
Assam,41,2,90,2020-05-16,26.2006,92.9376,47
Bihar,438,7,1018,2020-05-16,25.0961,85.3131,573
Chandigarh,37,3,191,2020-05-16,30.7333,76.7794,151
Chhattisgarh,56,0,66,2020-05-16,21.2787,81.8661,10
Dadar Nagar Haveli,0,0,1,2020-05-16,,,1
Delhi,3518,123,8895,2020-05-16,28.7041,77.1025,5254
Goa,7,0,15,2020-05-16,15.2993,74.124,8
Gujarat,4035,606,9931,2020-05-16,22.2587,71.1924,5290
Haryana,439,11,818,2020-05-16,29.0588,76.0856,368
Himachal Pradesh,39,3,76,2020-05-16,31.1048,77.1734,34
Jammu and Kashmir,513,11,1013,2020-05-16,33.7782,76.5762,489
Jharkhand,87,3,203,2020-05-16,23.6102,85.2799,113
Karnataka,480,36,1056,2020-05-16,15.3173,75.7139,540
Kerala,492,4,576,2020-05-16,10.8505,76.2711,80
Ladakh,22,0,43,2020-05-16,34.2996,78.2932,21
Madhya Pradesh,2283,239,4595,2020-05-16,22.9734,78.6569,2073
Maharashtra,6564,1068,29100,2020-05-16,19.7515,75.7139,21468
Manipur,2,0,3,2020-05-16,24.6637,93.9063,1
Meghalaya,11,1,13,2020-05-16,25.467,91.3662,1
Mizoram,1,0,1,2020-05-16,23.1645,92.9376,0
Odisha,166,3,672,2020-05-16,20.9517,85.0985,503
Puducherry,9,1,13,2020-05-16,11.9416,79.8083,3
Punjab,305,32,1935,2020-05-16,31.1471,75.3412,1598
Rajasthan,2677,125,4727,2020-05-16,27.0238,74.2179,1925
Tamil Nadu,2599,71,10108,2020-05-16,11.1271,78.6569,7438
Telengana,959,34,1454,2020-05-16,18.1124,79.0193,461
Tripura,42,0,156,2020-05-16,23.9408,91.9882,114
Uttar Pradesh,2165,95,4057,2020-05-16,26.8467,80.9462,1797
Uttarakhand,51,1,82,2020-05-16,30.0668,79.0193,30
West Bengal,829,225,2461,2020-05-16,22.9868,87.855,1407
Andaman and Nicobar Islands,33,0,33,2020-05-17,11.7401,92.6586,0
Andhra Pradesh,1353,49,2355,2020-05-17,15.9129,79.74,953
Arunachal Pradesh,1,0,1,2020-05-17,28.218000000000004,94.7278,0
Assam,41,2,92,2020-05-17,26.2006,92.9376,49
Bihar,453,7,1179,2020-05-17,25.0961,85.3131,719
Chandigarh,51,3,191,2020-05-17,30.7333,76.7794,137
Chhattisgarh,56,0,67,2020-05-17,21.2787,81.8661,11
Dadar Nagar Haveli,0,0,1,2020-05-17,,,1
Delhi,3926,129,9333,2020-05-17,28.7041,77.1025,5278
Goa,7,0,17,2020-05-17,15.2993,74.124,10
Gujarat,4308,625,10988,2020-05-17,22.2587,71.1924,6055
Haryana,514,13,887,2020-05-17,29.0588,76.0856,360
Himachal Pradesh,43,3,78,2020-05-17,31.1048,77.1734,32
Jammu and Kashmir,542,12,1121,2020-05-17,33.7782,76.5762,567
Jharkhand,113,3,217,2020-05-17,23.6102,85.2799,101
Karnataka,496,36,1092,2020-05-17,15.3173,75.7139,560
Kerala,495,4,587,2020-05-17,10.8505,76.2711,88
Ladakh,22,0,43,2020-05-17,34.2996,78.2932,21
Madhya Pradesh,2315,243,4789,2020-05-17,22.9734,78.6569,2231
