Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Chaya Ratan Musinipally,AAP,0,Post Graduate,61,22724510,SECUNDERABAD,0,0.0,M
Deepak Kumar.B,Republican Party of India (Khobragade),0,Graduate,38,201781,SECUNDERABAD,0,0.0,M
Dr.N.S.Uday Kumar,Prem Janata Dal,0,Doctorate,53,6750000,SECUNDERABAD,0,0.0,M
J.Ramulu,RSP,0,Post Graduate,39,404000,SECUNDERABAD,0,0.0,M
K. Srinivasulu,Jai Samaikyandhra Party,0,Post Graduate,42,2680000,SECUNDERABAD,2800000,0.0,M
K.Sai Krishna Mohan Rao,Indian Christian Secular Party,0,Post Graduate,53,3227500,SECUNDERABAD,258000,0.0,M
Karankote Narender,AIFB,0,10th Pass,52,2005000,SECUNDERABAD,0,0.0,M
Khaja Khalid Anwar,BSP,2,Literate,47,50000,SECUNDERABAD,0,0.0,M
Klhaja Sirajuddin,Majlis Markaz-e-Siyasee Party,0,Post Graduate,49,2000000,SECUNDERABAD,0,0.0,M
Kumar Chowdary Yadav,Samaikyandhra Parirakshana Samithi,0,8th Pass,55,13312000,SECUNDERABAD,70000,0.0,M
M.Anjan Kumar Yadav,INC,0,Graduate,53,18630800,SECUNDERABAD,2835000,0.0,M
Malathi Latha Eppa,Jantantra Party,0,Post Graduate,29,4227860,SECUNDERABAD,2423000,0.0,M
Michael Daniel Ovelz,IND,0,Graduate,41,,SECUNDERABAD,0,0.0,M
Mohammed Rizwan Hussain,IND,0,10th Pass,32,154500,SECUNDERABAD,0,0.0,M
Mohd Abubakar Parwaiz Siddiqui,IND,0,12th Pass,38,1015000,SECUNDERABAD,0,0.0,M
Mohd Imtiaz Hussain,IUML,0,Post Graduate,35,4650000,SECUNDERABAD,0,0.0,M
Narla Mohan Rao,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,47,15073000,SECUNDERABAD,0,0.0,M
Raghu Deshaboina,Bahujan Mukti Party,0,Doctorate,45,5756920,SECUNDERABAD,274890,0.0,M
S. Lakshman Rao,IND,0,Graduate Professional,50,424203,SECUNDERABAD,0,0.0,M
Sakthi Satyavathi,Pyramid Party of India,0,10th Pass,49,71000,SECUNDERABAD,0,0.0,M
Sonu Sarsal Valmiki,Telangana Communist Party of India,0,5th Pass,28,330184,SECUNDERABAD,0,0.0,M
Syed Madani Quadri,IND,0,12th Pass,53,50000,SECUNDERABAD,0,0.0,M
Syed Sajid Ali,Yuvajana Sramika Rythu Congress Party,1,Graduate Professional,44,3671549,SECUNDERABAD,0,0.0,M
T.Bheemsen,TRS,0,Graduate Professional,65,36454841,SECUNDERABAD,6000000,0.0,M
Kadiyam Srihari,TRS,6,Post Graduate,63,13495000,WARANGAL,0,0.0,M
Chiluveru Prathap,IND,0,8th Pass,40,,WARANGAL,0,0.0,M
Chintha Swamy,AAP,0,Graduate,44,3730000,WARANGAL,2000000,0.0,M
Gannarapu Surender,BSP,0,Post Graduate,49,9110000,WARANGAL,3000000,0.0,M
Jannu Mahendar,IND,0,Post Graduate,33,101000,WARANGAL,0,0.0,M
Kanakam Ramesh,IND,0,Post Graduate,34,207100,WARANGAL,0,0.0,M
Parameshwar Ramagalla,BJP,5,Graduate Professional,55,9280000,WARANGAL,308203,0.0,M
Rajaiah Siricilla,INC,4,Graduate,61,35362961,WARANGAL,600000,0.0,M
Thuppari Narasimha Swamy,Pyramid Party of India,0,10th Pass,44,457300,WARANGAL,0,0.0,M
Venkanna Kannam,Marxist Communist Party of India (United),0,12th Pass,36,801000,WARANGAL,100000,0.0,M
Venkanna Neerudu,Bahujan Mukti Party,0,Post Graduate,38,4005000,WARANGAL,13700000,0.0,M
Venu Esampelly,AIFB,0,10th Pass,37,12500,WARANGAL,0,0.0,M
Dayakar Pasunoori,TRS,1,Graduate,48,10921828,WARANGAL : BYE ELECTION ON 21-11-2015,2816956,0.0,M
Banda Susheela,IND,0,10th Pass,42,2658500,WARANGAL : BYE ELECTION ON 21-11-2015,0,0.0,M
Devaiah Pagidipati,BJP,0,Graduate Professional,71,1669999189,WARANGAL : BYE ELECTION ON 21-11-2015,458302086,0.0,M
Gangaram Saibaba,IND,0,Graduate,30,75000,WARANGAL : BYE ELECTION ON 21-11-2015,0,0.0,M
Jajula Bhaskar,Shramajeevi Party,0,Graduate,40,2541000,WARANGAL : BYE ELECTION ON 21-11-2015,0,0.0,M
Jannu Mahendar,IND,0,Post Graduate,33,10000,WARANGAL : BYE ELECTION ON 21-11-2015,0,0.0,M
Jeedi Sadanandam,Praja Satta Party,0,Post Graduate,31,124000,WARANGAL : BYE ELECTION ON 21-11-2015,41000,0.0,M
Nalla Suryaprakash,Yuvajana Sramika Rythu Congress Party,1,Graduate,56,7665000,WARANGAL : BYE ELECTION ON 21-11-2015,0,0.0,M
Palvai Venu,Anna YSR Congress Party,0,10th Pass,44,56000,WARANGAL : BYE ELECTION ON 21-11-2015,0,0.0,M
Sarvey Satyanarayana,INC,2,Graduate Professional,61,49516394,WARANGAL : BYE ELECTION ON 21-11-2015,4195312,0.0,M
Velthuru Mallaiah,Republican Party of India (Khobragade),0,10th Pass,59,2415000,WARANGAL : BYE ELECTION ON 21-11-2015,0,0.0,M
Yeachu Sunil,IND,0,Post Graduate,28,,WARANGAL : BYE ELECTION ON 21-11-2015,0,0.0,M
B.B.Patil,TRS,0,Graduate,58,1023173039,ZAHIRABAD,83517670,0.0,M
Benjamin Raju,IND,0,Graduate Professional,43,1246959,ZAHIRABAD,0,0.0,M
Dr. Suneel Kumar Venigalla,AAP,0,Graduate Professional,53,23467855,ZAHIRABAD,1730982,0.0,M
K.Madan Mohan Rao,TDP,0,Post Graduate,44,291223038,ZAHIRABAD,36884884,0.0,M
Mahmood Mohiuddin,Yuvajana Sramika Rythu Congress Party,1,8th Pass,44,40351658,ZAHIRABAD,11150000,0.0,M
Marri Durgesh,RPI(A),0,Illiterate,30,144000,ZAHIRABAD,0,0.0,M
Rama Rao,IND,0,Graduate,45,18025587,ZAHIRABAD,800000,0.0,M
Sayyad Ferojoddin,BSP,0,12th Pass,46,50000,ZAHIRABAD,0,0.0,M
Suresh Kumar Shetkar,INC,0,Graduate,51,29458057,ZAHIRABAD,324258,0.0,M
Tandale Ambaji Rao,IND,0,5th Pass,45,1925935,ZAHIRABAD,35544,0.0,M
Jitendra Choudhury,CPI(M),0,12th Pass,57,11322979,TRIPURA EAST,2030773,0.0,M
Basu Mog,Tripura Pragatishil Gramin Congress,0,10th Pass,56,1911085,TRIPURA EAST,0,0.0,M
Bhriguram Reang,AITC,0,12th Pass,66,1132884,TRIPURA EAST,31473,0.0,M
Falguni Tripura,CPI(ML)L,0,12th Pass,47,3500,TRIPURA EAST,0,0.0,M
Miss Patal Kanya Jamatia,IND,0,Post Graduate,39,30000,TRIPURA EAST,0,0.0,M
Narendra Chandra Deb Barma,Indigenous Peoples Front of Tripura,0,Graduate,72,11365500,TRIPURA EAST,0,0.0,M
Prabiddha Reang,IND,0,10th Pass,52,402519,TRIPURA EAST,0,0.0,M
Sachintra Debbarma,INC,0,Graduate Professional,64,28560336,TRIPURA EAST,0,0.0,M
Shri Parikshit Debbarma,BJP,0,10th Pass,53,1382000,TRIPURA EAST,30900,0.0,M
Sri Bikash Debbarma,Jai Maha Bharath Party,0,10th Pass,42,350000,TRIPURA EAST,1900000,0.0,M
Sri Karna Bijoy Jamatia,AAP,0,10th Pass,39,8410000,TRIPURA EAST,0,0.0,M
Subarnamala Deb Barma,Amra Bangalee,0,8th Pass,45,7485,TRIPURA EAST,0,0.0,M
Sankar Prasad Datta,CPI(M),1,Post Graduate,56,1320900,TRIPURA WEST,0,0.0,M
Arun Kumar Bhowmik,SUCI(C),0,Graduate,59,2443828,TRIPURA WEST,145939,0.0,M
Arunoday Saha,INC,0,Doctorate,65,33892463,TRIPURA WEST,0,0.0,M
Binay Debbarma,Indigenous Peoples Front of Tripura,1,Graduate Professional,55,520000,TRIPURA WEST,0,0.0,M
Joganati Datta,IND,0,8th Pass,43,165000,TRIPURA WEST,0,0.0,M
Kamal Kanti Debnath,IND,0,10th Pass,63,2569416,TRIPURA WEST,414150,0.0,M
Partha Karmakar,CPI(ML)L,0,Graduate,46,5540194,TRIPURA WEST,0,0.0,M
Pjech Debbarma,Jai Maha Bharath Party,0,10th Pass,38,15085500,TRIPURA WEST,10373,0.0,M
Rakhal Raj Datta,Amra Bangalee,0,Post Graduate,65,6549960,TRIPURA WEST,0,0.0,M
Ratan Chakraborti,AITC,0,Graduate,63,3314729,TRIPURA WEST,0,0.0,M
Salil Saha,AAP,0,Post Graduate,54,41153192,TRIPURA WEST,1973987,0.0,M
Subal Bhowmik,Tripura Pragatishil Gramin Congress,1,Graduate Professional,53,4620411,TRIPURA WEST,0,0.0,M
Sudhindra Chandra Dasgupta,BJP,0,Graduate,74,2385517,TRIPURA WEST,0,0.0,M
Dr. Ramshankar Katheria,BJP,21,Doctorate,49,14634885,AGRA,4035000,0.0,M
Amar Singh,IND,0,12th Pass,38,247000,AGRA,0,0.0,M
Anil,Bharatiya Kisan Parivartan Party,0,Literate,38,305538,AGRA,0,0.0,M
Anita,Vanchitsamaj Insaaf Party,0,10th Pass,31,489000,AGRA,0,0.0,M
Ashok Kumar,IND,0,10th Pass,30,5900000,AGRA,0,0.0,M
Chandra Pal,Adarsh Samaj Party,0,Doctorate,66,111676624,AGRA,7056864,0.0,M
Dinesh Kumar Gautam,IND,2,12th Pass,41,526770,AGRA,0,0.0,M
Maharaj Singh Dhangar,SP,0,5th Pass,46,25798815,AGRA,1095365,0.0,M
Narayan Singh,BSP,1,Literate,60,45103247,AGRA,9921989,0.0,M
Om Prakash,IND,0,Literate,51,1935966,AGRA,0,0.0,M
Prem Singh,Bahujan Mukti Party,0,10th Pass,61,20815800,AGRA,0,0.0,M
Ramesh,JD(U),2,Graduate Professional,59,431000,AGRA,0,0.0,M
Ravindra Singh,AAP,0,Post Graduate,38,6501178,AGRA,1500000,0.0,M
Upendra Singh,INC,1,Post Graduate,43,18179036,AGRA,330224,0.0,M
Vinod Kumar Singh,IND,0,Post Graduate,56,126000,AGRA,0,0.0,M
Devendra Singh Urf Bhole Singh,BJP,0,10th Pass,60,28546617,AKBARPUR,559965,0.0,M
Amar Singh,Janvadi Party(Socialist),0,10th Pass,56,1701500,AKBARPUR,250000,0.0,M
Anil Shukla Varsi,BSP,2,Graduate,57,32740272,AKBARPUR,11284827,0.0,M
Arvind Kumar,AAP,0,Graduate Professional,47,13672038,AKBARPUR,0,0.0,M
Ashok Yadav,IND,0,Others,47,11178000,AKBARPUR,0,0.0,M
Bajrang Prasad,Samtawadi Republican Party,0,Graduate,52,1834806,AKBARPUR,0,0.0,M
Bharti Devi Pasi,IND,0,Graduate Professional,32,9262010,AKBARPUR,0,0.0,M
Gopi Raman,JD(U),1,10th Pass,42,1899211,AKBARPUR,20295,0.0,M
Jaswant Singh,Bahujan Mukti Party,0,12th Pass,67,4063662,AKBARPUR,0,0.0,M
Lal Singh Tomar,SP,6,Post Graduate,64,42832429,AKBARPUR,12923479,0.0,M
Munni Devi,IND,0,10th Pass,42,768692,AKBARPUR,0,0.0,M
Neeraj Kumar Advocate,IND,0,Graduate Professional,31,1985000,AKBARPUR,0,0.0,M
Omkar Nath,Al-Hind Party,0,Doctorate,47,1005820,AKBARPUR,0,0.0,M
Rajaram Pal,INC,1,Graduate Professional,53,8888279,AKBARPUR,18738000,0.0,M
Ram Sevak,IND,0,Graduate,63,43000,AKBARPUR,0,0.0,M
Ramakant,Peace Party,0,Graduate Professional,37,6928000,AKBARPUR,3400000,0.0,M
Ramendra Singh Tomar,Bhartiya Shakti Chetna Party,0,10th Pass,45,4818007,AKBARPUR,0,0.0,M
Vijay Kumar Sharma,IND,0,Graduate,43,7799428,AKBARPUR,1650000,0.0,M
Satish Kumar,BJP,1,10th Pass,42,52180006,ALIGARH,754800,0.0,M
Amita Singh Jaat,Sarva Samaj Kalyan Party,0,Post Graduate,27,3865000,ALIGARH,0,0.0,M
Baadshah,Peace Party,0,8th Pass,37,62260000,ALIGARH,500000,0.0,M
Bijendra Singh,INC,2,Graduate,57,12292000,ALIGARH,2201014,0.0,M
Devanand,Lok Dal,0,Graduate,53,305016,ALIGARH,0,0.0,M
Dr. Arvind Kumar Singh,BSP,0,Doctorate,25,41664986,ALIGARH,6100000,0.0,M
Durgesh Chandra Gautam,AITC,0,Graduate Professional,54,5878725,ALIGARH,0,0.0,M
Mohd. Sabir Rahi,AAP,0,10th Pass,46,15227199,ALIGARH,0,0.0,M
Natthi Lal Sharma,IND,0,Graduate,58,9794000,ALIGARH,0,0.0,M
Pradeep Kumar,Bahujan Mukti Party,0,Graduate Professional,41,41900,ALIGARH,0,0.0,M
Rakesh Chandra Rawat,Rashtriya Sawarn Dal,0,Post Graduate,61,23000000,ALIGARH,0,0.0,M
Sanjay Kumar,IND,0,5th Pass,27,1000,ALIGARH,0,0.0,M
Vinod Kumar Baghel,Rashtriya Samaj Paksha,0,12th Pass,26,30000,ALIGARH,0,0.0,M
Zafar Alam,SP,0,Graduate Professional,69,331958000,ALIGARH,2362000,0.0,M
Shyama Charan Gupta,BJP,0,Graduate Professional,69,472851707,ALLAHABAD,0,0.0,M
Adarsh Shastri,AAP,0,Graduate,40,29967925,ALLAHABAD,6107118,0.0,M
Ajeet Kumar,IND,0,12th Pass,27,190000,ALLAHABAD,0,0.0,M
Brijesh Kumar,IND,0,Graduate,28,106000,ALLAHABAD,0,0.0,M
Chandra Prakash,Bharatiya Kisan Sena Loktantrik,0,Post Graduate,39,2345000,ALLAHABAD,0,0.0,M
Draupadi Devi,IND,0,8th Pass,42,24525000,ALLAHABAD,0,0.0,M
Gaytri Prasad,Bhartiya Shakti Chetna Party,0,12th Pass,0,18175500,ALLAHABAD,183872,0.0,M
Hansraj,IND,1,Graduate,39,680000,ALLAHABAD,0,0.0,M
Hira Lal,IND,0,Post Graduate,53,80000,ALLAHABAD,0,0.0,M
Keshri Devi,BSP,2,Post Graduate,54,83381189,ALLAHABAD,9004927,0.0,M
Kunwar Rewati Raman Singh Alias Mani,SP,0,Graduate Professional,70,46224239,ALLAHABAD,0,0.0,M
Mahendra Kumar,Bahujan Mukti Party,0,Post Graduate,32,275600,ALLAHABAD,0,0.0,M
Mohd. Ameen Azhar Ansari,Qaumi Ekta Dal,0,Literate,31,490000,ALLAHABAD,0,0.0,M
Nand Gopal Gupta Nandi,INC,7,10th Pass,40,881714000,ALLAHABAD,642055000,0.0,M
Nistha Dev Maurya,Pragatisheel Samaj Party,0,Graduate,27,1806000,ALLAHABAD,245000,0.0,M
Parmanand,IND,0,5th Pass,51,86000,ALLAHABAD,0,0.0,M
Rajendra Prasad,Kalyankari Jantantrik Party,0,12th Pass,51,4600000,ALLAHABAD,0,0.0,M
Sanjay Robinson,Naitik Party,0,12th Pass,39,105000,ALLAHABAD,0,0.0,M
Shailendra Kumar Prajapati,IND,0,12th Pass,45,6430641,ALLAHABAD,0,0.0,M
Shiv Prasad Agrahari,IND,0,5th Pass,26,60000,ALLAHABAD,0,0.0,M
Shyam Charan,IND,0,Post Graduate,49,430000,ALLAHABAD,0,0.0,M
Shyam Sundar Das,Sanatan Sanskriti Raksha Dal,0,12th Pass,27,785000,ALLAHABAD,0,0.0,M
Wahid Ali Alias Wajid Ali,Rashtriya Ulama Council,0,Others,42,317224,ALLAHABAD,0,0.0,M
Hariom,BJP,0,Post Graduate,58,15318114,AMBEDKAR NAGAR,0,0.0,M
Ashok Singh,INC,1,Post Graduate,61,1893272,AMBEDKAR NAGAR,0,0.0,M
Bal Mukund Dhuriya,CPI(ML)L,3,12th Pass,36,32000,AMBEDKAR NAGAR,0,0.0,M
Brijesh Kumar,AAP,1,Post Graduate,35,587612,AMBEDKAR NAGAR,0,0.0,M
Jaahar Singh Kashyap,Bahujan Mukti Party,1,Graduate Professional,62,16443251,AMBEDKAR NAGAR,0,0.0,M
Rakesh Pandey,BSP,3,8th Pass,60,273099579,AMBEDKAR NAGAR,1905400,0.0,M
Ram Bahal Verma,Samyak Parivartan Party,0,Graduate,61,15638811,AMBEDKAR NAGAR,0,0.0,M
Ram Murti Verma,SP,0,12th Pass,49,19754903,AMBEDKAR NAGAR,1344436,0.0,M
Surendra Kumar,Adarsh Rashtriya Vikas Party,0,Not Given,39,100000,AMBEDKAR NAGAR,0,0.0,M
Suresh Kumar,Moulik Adhikar Party,0,Graduate,30,111117,AMBEDKAR NAGAR,0,0.0,M
Tiger Ram Nihor,IND,0,8th Pass,63,5347882,AMBEDKAR NAGAR,0,0.0,M
Vinod Kumar Tiwari,IND,0,10th Pass,0,795000,AMBEDKAR NAGAR,0,0.0,M
Rahul Gandhi,INC,0,Post Graduate,43,94006549,AMETHI,1800000,0.0,M
Babu Lal,Bahujan Mukti Party,0,Graduate,51,11020207,AMETHI,0,0.0,M
Bhagwan Deen,IND,0,5th Pass,50,143000,AMETHI,0,0.0,M
C L Maurya,Pragatisheel Samaj Party,0,12th Pass,39,4264223,AMETHI,0,0.0,M
Dharmendra Pratap Singh,BSP,1,Post Graduate,33,6758234,AMETHI,0,0.0,M
Dr. Kumar Vishvas,AAP,1,Doctorate,44,38200805,AMETHI,673100,0.0,M
Dwarika Prasad,IND,0,Literate,55,900000,AMETHI,0,0.0,M
Gangesh Kumar Gupta,IND,0,Post Graduate,32,119919,AMETHI,0,0.0,M
Girija Baksh,IND,0,Post Graduate,52,2555620,AMETHI,0,0.0,M
Gopal Swaroop,Kisan Majdoor Berojgar Sangh,0,Post Graduate,51,511829,AMETHI,0,0.0,M
Jagat Singh Chaudhari,IND,0,Graduate,57,24122013,AMETHI,9000,0.0,M
Jahida Begam,Peace Party,0,8th Pass,46,4354500,AMETHI,970000,0.0,M
Jitendra Singh,IND,0,8th Pass,26,159428,AMETHI,0,0.0,M
Lal Bahadur,IND,0,Post Graduate,40,1532900,AMETHI,0,0.0,M
Mithilesh Kumari,IND,0,8th Pass,29,362000,AMETHI,0,0.0,M
Mohd Hasan Lahari,Qaumi Ekta Dal,0,8th Pass,33,1216000,AMETHI,0,0.0,M
Naresh Singh Bhadauriya,IND,0,Graduate Professional,51,47582000,AMETHI,200000,0.0,M
Radhe Mohan,Sanatan Sanskriti Raksha Dal,0,10th Pass,39,62000,AMETHI,0,0.0,M
Ram Asrey,Rashtriya Manav samman Party,0,Not Given,44,262000,AMETHI,0,0.0,M
Ram Newaj,Pragatisheel Manav Samaj Party,0,8th Pass,50,235000,AMETHI,0,0.0,M
Ram Sajivan,IND,0,10th Pass,40,286000,AMETHI,0,0.0,M
Ramesh Chandra,IND,0,Post Graduate,35,272000,AMETHI,0,0.0,M
Ramsidh Yadav,Manavtawadi Samaj Party,0,Graduate,58,4570378,AMETHI,0,0.0,M
Ravi Kumar,Most Backward Classes Of India,0,12th Pass,35,3028300,AMETHI,0,0.0,M
Sanjay Kumar,IND,0,Graduate,31,192500,AMETHI,0,0.0,M
Shiv Kumar,IND,0,5th Pass,36,54293,AMETHI,0,0.0,M
Shrimati Chhaya Singh,AITC,0,Post Graduate,27,1262014,AMETHI,0,0.0,M
Smriti Zubin Irani,BJP,0,12th Pass,38,93203768,AMETHI,17570000,0.0,M
Sonam Kinnar,IND,0,Not Given,0,2139000,AMETHI,0,0.0,M
Swaminath,IND,0,Not Given,32,127000,AMETHI,0,0.0,M
Tulsiram,IND,0,12th Pass,0,1442763,AMETHI,198000,0.0,M
Umakant,IND,0,Graduate,51,181862,AMETHI,0,0.0,M
Vasdeo,CPI(ML) Red Star,0,Graduate Professional,52,1472692,AMETHI,85325,0.0,M
Vedpal Shasatri,VANCHITSAMAJ INSAAF PARTY,0,Graduate,62,1000,AMETHI,0,0.0,M
Kanwar Singh Tanwar,BJP,0,5th Pass,52,1788430770,AMROHA,4036151,0.0,M
Brajlal,Bahujan Mukti Party,0,Post Graduate,33,6502000,AMROHA,0,0.0,M
Farhat Hasan,BSP,1,10th Pass,50,47354896,AMROHA,0,0.0,M
Hasnein Raza,New All India Congress Party,1,5th Pass,43,588000,AMROHA,0,0.0,M
Humera Akhtar,SP,0,12th Pass,37,14344567,AMROHA,50000,0.0,M
Khajan Singh,Rashtriya Congress (Babu Jagjivanram),0,Literate,29,1025000,AMROHA,0,0.0,M
Mahesh,RPI(A),0,12th Pass,30,340000,AMROHA,0,0.0,M
Naresh Chand,IND,0,10th Pass,50,11068000,AMROHA,0,0.0,M
Naresh Kumar,IND,0,Post Graduate,28,2145327,AMROHA,0,0.0,M
Rajpal,Adarsh Rashtriya Vikas Party,0,10th Pass,39,2901400,AMROHA,30000,0.0,M
Rakesh,Peace Party,1,8th Pass,41,4005000,AMROHA,40000,0.0,M
Rakesh Tikait,RLD,3,Graduate,45,42518038,AMROHA,1095120,0.0,M
Sarvesh Kumar Saini,SHS,2,10th Pass,38,12800000,AMROHA,800000,0.0,M
Surendra Singh,IND,0,Post Graduate,47,36813206,AMROHA,0,0.0,M
Syed Kalbe Rushaid Rizvi,AAP,0,Others,38,5709549,AMROHA,25000,0.0,M
Dharmendra Kumar,BJP,0,10th Pass,49,5364652,AONLA,0,0.0,M
Arshadurraza Khan,IND,0,Post Graduate,25,3973500,AONLA,0,0.0,M
Captain Phool Chandra Sharma,Jawan Kisan Morcha,0,Graduate,59,1010000,AONLA,0,0.0,M
Irshad Ali Ansari,Peace Party,0,Post Graduate,41,2979192,AONLA,0,0.0,M
Jitendra Singh,Naitik Party,0,Post Graduate,39,1008091,AONLA,0,0.0,M
Kunwar Sarvraj Singh,SP,0,Graduate Professional,60,25118224,AONLA,0,0.0,M
Mohd. Jarrar,Bhartiya Naujawan Inklav Party,0,8th Pass,46,5305000,AONLA,0,0.0,M
Naresh Singh Solanki,AAP,0,Graduate,48,32537903,AONLA,8782000,0.0,M
Omveer,Bhartiya Vikas Party,0,Literate,41,211000,AONLA,0,0.0,M
Pramod Kumar Yadav,Bhartiya Krishak Dal,0,Post Graduate,44,477000,AONLA,0,0.0,M
Saleem Iqbal Shervani,INC,7,Graduate,61,353932000,AONLA,0,0.0,M
Sunita Shakya,BSP,0,12th Pass,31,46011233,AONLA,0,0.0,M
Yogendra Kumar,ABHM,1,10th Pass,36,234800,AONLA,0,0.0,M
 M. Aamir Rashadi,Rashtriya Ulama Council,1,Others,57,2191523,AZAMGARH,0,0.0,M
Arvind Kumar Jaiswal,INC,0,Graduate Professional,41,5587537,AZAMGARH,0,0.0,M
Durg Vijay Yadav,Bahujan Mukti Party,0,Graduate Professional,41,49750,AZAMGARH,0,0.0,M
Kiran Sharma,Bhartiya Shakti Chetna Party,0,8th Pass,39,3509407,AZAMGARH,325000,0.0,M
Madan,AITC,0,10th Pass,46,3955000,AZAMGARH,0,0.0,M
Prakash Chandra,Sanatan Sanskriti Raksha Dal,0,10th Pass,34,90300,AZAMGARH,0,0.0,M
Pramod Singh,IND,0,12th Pass,40,1690000,AZAMGARH,0,0.0,M
Rajdhari,Moolniwasi Samaj Party,0,10th Pass,39,36266,AZAMGARH,0,0.0,M
Rajesh Yadav,AAP,1,Graduate Professional,43,2662066,AZAMGARH,0,0.0,M
Ram Singh Chauhan,IND,2,8th Pass,40,244000,AZAMGARH,0,0.0,M
Ramakant Yadav,BJP,5,10th Pass,54,28145423,AZAMGARH,0,0.0,M
Sanjay Chauhan,IND,1,Post Graduate,39,1292500,AZAMGARH,294000,0.0,M
Sanjay Kumar Chaturvedi,Indian Savarn Samaj Party,0,Graduate,48,1636500,AZAMGARH,0,0.0,M
Santosh Kumar Gautam,Manavtawadi Samaj Party,0,Others,27,511500,AZAMGARH,195000,0.0,M
Shah Alam Alias Guddu Jamali,BSP,0,Post Graduate,41,702918903,AZAMGARH,41500000,0.0,M
Shamshad Ahmad,IND,0,Literate,40,150400,AZAMGARH,0,0.0,M
Sugriv Chauhan,IND,0,10th Pass,42,2370000,AZAMGARH,0,0.0,M
Dharmandra Yadav,SP,0,Post Graduate,37,24987715,BADAUN,8950291,0.0,M
Ajit Pal Singh,Peace Party,0,Graduate,41,8900000,BADAUN,0,0.0,M
Akmal Khan Urf Chaman,BSP,0,Literate,46,14679858,BADAUN,1510000,0.0,M
Anil Kumar Sharma,Labour Party of India (V.V. Prasad),0,Graduate Professional,50,4900000,BADAUN,0,0.0,M
Atul Kumar,IND,0,Graduate,40,2156941,BADAUN,593817,0.0,M
Har Bhagwan,IND,0,Graduate,54,6395670,BADAUN,44625,0.0,M
Hema Mehra,AAP,0,10th Pass,58,103368000,BADAUN,0,0.0,M
Madan Lal,National Party,0,10th Pass,40,1447000,BADAUN,0,0.0,M
Mahendrapal,Bhartiya Shakti Chetna Party,0,10th Pass,43,4300000,BADAUN,0,0.0,M
Munshi Lal,IND,0,12th Pass,54,832251,BADAUN,50000,0.0,M
Paglanand,Mahan Dal,0,10th Pass,49,1795492,BADAUN,0,0.0,M
Reena,Rashtriya Samanta Dal,0,Post Graduate,28,93856,BADAUN,0,0.0,M
Santosh Kumar,RPI(A),0,Not Given,32,857849,BADAUN,0,0.0,M
Vagish Pathak,BJP,0,Post Graduate,54,138995758,BADAUN,42644117,0.0,M
Virendra Pal Gupta,Rashtravadi Janata Party,0,8th Pass,43,785000,BADAUN,350000,0.0,M
Dr. Satyapal Singh,BJP,0,Doctorate,58,67402076,BAGHPAT,352000,0.0,M
Ajaypal,IND,0,8th Pass,46,5790000,BAGHPAT,0,0.0,M
Ajit Singh,RLD,0,Post Graduate,74,169254660,BAGHPAT,0,0.0,M
Anil Kumar,Peace Party,4,12th Pass,48,55427000,BAGHPAT,7522794,0.0,M
Arvind,IND,0,12th Pass,36,410000,BAGHPAT,100,0.0,M
Ghulam Mohammed,SP,0,Post Graduate,61,22108104,BAGHPAT,5678445,0.0,M
Jaivindra Kumar,IND,0,Graduate,27,244000,BAGHPAT,0,0.0,M
Krishan Pal,Naitik Party,1,12th Pass,47,4414465,BAGHPAT,0,0.0,M
Nishant Tyagi,IND,0,12th Pass,32,1147000,BAGHPAT,0,0.0,M
Prashant Chaudhary,BSP,0,Post Graduate,46,258289957,BAGHPAT,3950000,0.0,M
Ruksana,IND,0,Illiterate,28,562000,BAGHPAT,0,0.0,M
Ssomendar Dhaka,AAP,0,Graduate Professional,40,6488116,BAGHPAT,250000,0.0,M
Subhash Chand Kashyap,IND,0,Post Graduate,35,2539312,BAGHPAT,200000,0.0,M
Yunush,Navbharat Nirman Party,0,Literate,45,4810000,BAGHPAT,0,0.0,M
Savitri Bai Foole,BJP,8,Graduate,33,1121491,BAHRAICH,538145,0.0,M
Comando Kamal Kishor,INC,1,Graduate,62,10862277,BAHRAICH,0,0.0,M
Dr.Vijay Kumar,BSP,0,Graduate Professional,41,8160460,BAHRAICH,2000000,0.0,M
Hira Lal Rao,Ambedkar National Congress,0,Graduate Professional,63,1279200,BAHRAICH,0,0.0,M
Jagat Ram,AAP,1,10th Pass,40,502257,BAHRAICH,0,0.0,M
Madhav,Lok Dal,0,5th Pass,35,58251,BAHRAICH,0,0.0,M
Ram Naresh,IND,0,8th Pass,30,1400000,BAHRAICH,0,0.0,M
Ramashanker Gond,Jai Hind Samaj Party,0,12th Pass,31,1945000,BAHRAICH,0,0.0,M
Shabbir Ahmad,SP,1,12th Pass,55,7062525,BAHRAICH,207782,0.0,M
Vinod Kumar,Bahujan Mukti Party,0,Post Graduate,31,98000,BAHRAICH,0,0.0,M
Bharat Singh,BJP,3,Graduate,62,21130089,BALLIA,1102553,0.0,M
Afzal Ansari,Qaumi Ekta Dal,3,Post Graduate,60,69036111,BALLIA,0,0.0,M
Awadhesh Verma,Bahujan Mukti Party,0,Post Graduate,39,285000,BALLIA,0,0.0,M
Bholanath,IND,0,12th Pass,36,2225891,BALLIA,151457,0.0,M
